Product_Number,Description,V,R,L,inertia,mass,k_t,k_e,I_nom,omega_nl,I_nl,R_wh,R_ha,omega_max,Stall_torque,Price
unknown_282,"DCX 35 L Ø35 mm, Graphite Brushes, ball bearings",18,0.212,7.7e-05,1.02e-05,0.38,0.0234,0.0234,5.32,753.98223686155,0.177,2.1,6.98,1288.05298797182,1.98,261.27
unknown_283,"DCX 35 L Ø35 mm, Graphite Brushes, ball bearings",24,0.346,0.000121,9.66e-06,0.38,0.0293,0.0293,4.26,808.436509523773,0.146,2.1,6.98,1288.05298797182,2.03,261.27
unknown_284,"DCX 35 L Ø35 mm, Graphite Brushes, ball bearings",36,0.716,0.00026,9.87e-06,0.38,0.0429,0.0429,3.07,831.474855650099,0.101,2.1,6.98,1288.05298797182,2.16,261.27
unknown_285,"DCX 35 L Ø35 mm, Graphite Brushes, ball bearings",48,1.76,0.000658,9.95e-06,0.38,0.0683,0.0683,2.08,698.480766648131,0.0586,2.1,6.98,1288.05298797182,1.86,261.27
unknown_286,"DCX 35 L Ø35 mm, Graphite Brushes, ball bearings",60,2.16,0.000776,9.52e-06,0.38,0.0741,0.0741,1.84,805.294916870184,0.0575,2.1,6.98,1288.05298797182,2.05,261.27
unknown_287,"ECX SPEED 8 M Ø8 mm, brushless, with Hall sensors",6,1.8,2.6e-05,2.49e-09,0.006,0.00155,0.00155,0.902,3717.55130674792,0.128,4.11,51.2,5235.98775598299,0.00518,262.45
unknown_288,"ECX SPEED 8 M Ø8 mm, brushless, sensorless",6,1.8,2.6e-05,2.49e-09,0.006,0.00155,0.00155,0.902,3717.55130674792,0.128,4.11,51.2,5235.98775598299,0.00518,227.45
unknown_289,"ECX SPEED 8 M Ø8 mm, brushless, with Hall sensors",9,5.3,8.9e-05,2.49e-09,0.006,0.00284,0.00284,0.497,3047.3448739821,0.0634,3.92,51.2,5235.98775598299,0.00483,262.45
unknown_290,"ECX SPEED 8 M Ø8 mm, brushless, sensorless",9,5.3,8.9e-05,2.49e-09,0.006,0.00284,0.00284,0.497,3047.3448739821,0.0634,3.92,51.2,5235.98775598299,0.00483,227.45
unknown_291,"ECX SPEED 8 M Ø8 mm, brushless, with Hall sensors",12,8.38,0.000144,2.49e-09,0.006,0.00362,0.00362,0.391,3193.95253114962,0.0509,3.84,51.2,5235.98775598299,0.00518,262.45
unknown_292,"ECX SPEED 8 M Ø8 mm, brushless, sensorless",12,8.38,0.000144,2.49e-09,0.006,0.00362,0.00362,0.391,3193.95253114962,0.0509,3.84,51.2,5235.98775598299,0.00518,227.45
unknown_293,"ECX SPEED 8 M Ø8 mm, brushless, with Hall sensors",6,3.02,3.9e-05,2.49e-09,0.006,0.00153,0.00153,0.687,3707.07933123596,0.105,3.5,51.2,5235.98775598299,0.00304,219.73
unknown_294,"ECX SPEED 8 M Ø8 mm, brushless, sensorless",6,3.02,3.9e-05,2.49e-09,0.006,0.00153,0.00153,0.687,3707.07933123596,0.105,3.5,51.2,5235.98775598299,0.00304,187.09
unknown_295,"ECX SPEED 8 M Ø8 mm, brushless, with Hall sensors",12,7.8,0.000106,2.49e-09,0.006,0.00252,0.00252,0.406,4534.36539668127,0.069,3.5,51.2,5235.98775598299,0.00388,219.73
unknown_296,"ECX SPEED 8 M Ø8 mm, brushless, sensorless",12,7.8,0.000106,2.49e-09,0.006,0.00252,0.00252,0.406,4534.36539668127,0.069,3.5,51.2,5235.98775598299,0.00388,187.09
unknown_297,"ECX SPEED 8 M Ø8 mm, brushless, with Hall sensors",24,31.8,0.000447,2.49e-09,0.006,0.00519,0.00519,0.198,4419.17366604964,0.0332,3.5,51.2,5235.98775598299,0.00392,219.73
unknown_298,"ECX SPEED 8 M Ø8 mm, brushless, sensorless",24,31.8,0.000447,2.49e-09,0.006,0.00519,0.00519,0.198,4419.17366604964,0.0332,3.5,51.2,5235.98775598299,0.00392,187.09
unknown_299,"ECX SPEED 13L Ø13 mm, brushless, with Hall sensors",18,0.304,1.2e-05,3.49e-08,0.033,0.00252,0.00252,2.93,7110.4713726249,0.223,1.6,24.4,7330.38285837618,0.149,239.82
unknown_300,"ECX SPEED 13L Ø13 mm, brushless, sensorless",18,0.304,1.2e-05,3.49e-08,0.033,0.00252,0.00252,2.93,7110.4713726249,0.223,1.6,24.4,7330.38285837618,0.149,208
unknown_301,"ECX SPEED 13L Ø13 mm, brushless, with Hall sensors",24,0.512,2.2e-05,3.49e-08,0.033,0.00344,0.00344,2.22,6953.39173994541,0.161,1.6,24.4,7330.38285837618,0.161,239.82
unknown_302,"ECX SPEED 13L Ø13 mm, brushless, sensorless",24,0.512,2.2e-05,3.49e-08,0.033,0.00344,0.00344,2.22,6953.39173994541,0.161,1.6,24.4,7330.38285837618,0.161,208
unknown_303,"ECX SPEED 13L Ø13 mm, brushless, with Hall sensors",36,1.13,4.8e-05,3.49e-08,0.033,0.00504,0.00504,1.46,7110.4713726249,0.112,1.6,24.4,7330.38285837618,0.161,239.82
unknown_304,"ECX SPEED 13L Ø13 mm, brushless, sensorless",36,1.13,4.8e-05,3.49e-08,0.033,0.00504,0.00504,1.46,7110.4713726249,0.112,1.6,24.4,7330.38285837618,0.161,208
unknown_305,"ECX SPEED 13L Ø13 mm, brushless, with Hall sensors",48,2.34,0.000101,3.49e-08,0.033,0.00733,0.00733,1.03,6524.0407439548,0.0721,1.6,24.4,7330.38285837618,0.151,239.82
unknown_306,"ECX SPEED 13L Ø13 mm, brushless, sensorless",48,2.34,0.000101,3.49e-08,0.033,0.00733,0.00733,1.03,6524.0407439548,0.0721,1.6,24.4,7330.38285837618,0.151,208
unknown_307,"ECX SPEED 13L Ø13 mm, brushless, with Hall sensors",18,1.42,4.4e-05,3.74e-08,0.033,0.00401,0.00401,1.35,4429.64564156161,0.165,2,23.7,5235.98775598299,0.0509,217.64
unknown_308,"ECX SPEED 13L Ø13 mm, brushless, sensorless",18,1.42,4.4e-05,3.74e-08,0.033,0.00401,0.00401,1.35,4429.64564156161,0.165,2,23.7,5235.98775598299,0.0509,182
unknown_309,"ECX SPEED 13L Ø13 mm, brushless, with Hall sensors",24,2.16,7.6e-05,3.74e-08,0.033,0.00525,0.00525,1.08,4513.42144565734,0.128,2,23.7,5235.98775598299,0.0585,217.64
unknown_310,"ECX SPEED 13L Ø13 mm, brushless, sensorless",24,2.16,7.6e-05,3.74e-08,0.033,0.00525,0.00525,1.08,4513.42144565734,0.128,2,23.7,5235.98775598299,0.0585,182
unknown_311,"ECX SPEED 13L Ø13 mm, brushless, with Hall sensors",36,4.82,0.000178,3.74e-08,0.033,0.00802,0.00802,0.724,4429.64564156161,0.0825,2,23.7,5235.98775598299,0.0599,217.64
unknown_312,"ECX SPEED 13L Ø13 mm, brushless, sensorless",36,4.82,0.000178,3.74e-08,0.033,0.00802,0.00802,0.724,4429.64564156161,0.0825,2,23.7,5235.98775598299,0.0599,182
unknown_313,"ECX SPEED 13L Ø13 mm, brushless, with Hall sensors",48,8.64,0.00031,3.74e-08,0.033,0.0106,0.0106,0.539,4471.53354360947,0.0628,2,23.7,5235.98775598299,0.0589,217.64
unknown_314,"ECX SPEED 13L Ø13 mm, brushless, sensorless",48,8.64,0.00031,3.74e-08,0.033,0.0106,0.0106,0.539,4471.53354360947,0.0628,2,23.7,5235.98775598299,0.0589,182
unknown_315,"ECX SPEED 13L Ø13 mm, ceramic bearings, brushless, with Hall sensors",18,0.344,7e-06,3.15e-08,0.04,0.00237,0.00237,3.41,7560.76631963944,0.203,2.04,22,12566.3706143592,0.124,421.55
unknown_316,"ECX SPEED 13L Ø13 mm, ceramic bearings, brushless, sensorless",18,0.344,7e-06,3.15e-08,0.04,0.00237,0.00237,3.41,7560.76631963944,0.203,2.04,22,12566.3706143592,0.124,383
unknown_317,"ECX SPEED 13L Ø13 mm, ceramic bearings, brushless, with Hall sensors",24,0.552,1.4e-05,3.15e-08,0.04,0.00323,0.00323,2.58,7403.68668695995,0.147,2.04,22,12566.3706143592,0.14,421.55
unknown_318,"ECX SPEED 13L Ø13 mm, ceramic bearings, brushless, sensorless",24,0.552,1.4e-05,3.15e-08,0.04,0.00323,0.00323,2.58,7403.68668695995,0.147,2.04,22,12566.3706143592,0.14,383
unknown_319,"ECX SPEED 13L Ø13 mm, ceramic bearings, brushless, with Hall sensors",36,1.17,3e-05,3.15e-08,0.04,0.00474,0.00474,1.7,7571.2382951514,0.101,2.04,22,12566.3706143592,0.146,421.55
unknown_320,"ECX SPEED 13L Ø13 mm, ceramic bearings, brushless, sensorless",36,1.17,3e-05,3.15e-08,0.04,0.00474,0.00474,1.7,7571.2382951514,0.101,2.04,22,12566.3706143592,0.146,383
unknown_321,"ECX SPEED 13L Ø13 mm, ceramic bearings, brushless, with Hall sensors",48,2.38,6.3e-05,3.15e-08,0.04,0.00689,0.00689,1.19,6932.44778892148,0.066,2.04,22,12566.3706143592,0.139,421.55
unknown_322,"ECX SPEED 13L Ø13 mm, ceramic bearings, brushless, sensorless",48,2.38,6.3e-05,3.15e-08,0.04,0.00689,0.00689,1.19,6932.44778892148,0.066,2.04,22,12566.3706143592,0.139,383
unknown_323,"ECX SPEED 13L Ø13 mm, brushless, with Hall sensors",18,0.344,7e-06,3.15e-08,0.04,0.00237,0.00237,3.39,7560.76631963944,0.234,2.04,22,9424.77796076938,0.124,411.55
unknown_324,"ECX SPEED 13L Ø13 mm, brushless, sensorless",18,0.344,7e-06,3.15e-08,0.04,0.00237,0.00237,3.39,7560.76631963944,0.234,2.04,22,9424.77796076938,0.124,371.36
unknown_325,"ECX SPEED 13L Ø13 mm, brushless, with Hall sensors",24,0.552,1.4e-05,3.15e-08,0.04,0.00323,0.00323,2.57,7393.21471144798,0.17,2.04,22,9424.77796076938,0.14,411.55
unknown_326,"ECX SPEED 13L Ø13 mm, brushless, sensorless",24,0.552,1.4e-05,3.15e-08,0.04,0.00323,0.00323,2.57,7393.21471144798,0.17,2.04,22,9424.77796076938,0.14,371.36
unknown_327,"ECX SPEED 13L Ø13 mm, brushless, with Hall sensors",36,1.17,3e-05,3.15e-08,0.04,0.00474,0.00474,1.69,7560.76631963944,0.117,2.04,22,9424.77796076938,0.146,411.55
unknown_328,"ECX SPEED 13L Ø13 mm, brushless, sensorless",36,1.17,3e-05,3.15e-08,0.04,0.00474,0.00474,1.69,7560.76631963944,0.117,2.04,22,9424.77796076938,0.146,371.36
unknown_329,"ECX SPEED 13L Ø13 mm, brushless, with Hall sensors",48,2.38,6.3e-05,3.15e-08,0.04,0.00689,0.00689,1.18,6932.44778892148,0.0765,2.04,22,9424.77796076938,0.139,411.55
unknown_330,"ECX SPEED 13L Ø13 mm, brushless, sensorless",48,2.38,6.3e-05,3.15e-08,0.04,0.00689,0.00689,1.18,6932.44778892148,0.0765,2.04,22,9424.77796076938,0.139,371.36
unknown_331,"ECX SPEED 13M Ø13 mm, brushless, with Hall sensors",18,2.4,6.5e-05,2.44e-08,0.024,0.00374,0.00374,0.916,4680.97305384879,0.206,2.21,29.5,5235.98775598299,0.028,206.55
unknown_332,"ECX SPEED 13M Ø13 mm, brushless, sensorless",18,2.4,6.5e-05,2.44e-08,0.024,0.00374,0.00374,0.916,4680.97305384879,0.206,2.21,29.5,5235.98775598299,0.028,172.18
unknown_333,"ECX SPEED 13M Ø13 mm, brushless, with Hall sensors",24,4.22,0.000117,2.44e-08,0.024,0.005,0.005,0.687,4660.02910282486,0.154,2.21,29.5,5235.98775598299,0.0284,206.55
unknown_334,"ECX SPEED 13M Ø13 mm, brushless, sensorless",24,4.22,0.000117,2.44e-08,0.024,0.005,0.005,0.687,4660.02910282486,0.154,2.21,29.5,5235.98775598299,0.0284,172.18
unknown_335,"ECX SPEED 13M Ø13 mm, brushless, with Hall sensors",36,10.9,0.000276,2.44e-08,0.024,0.00769,0.00769,0.431,4534.36539668127,0.0981,2.21,29.5,5235.98775598299,0.0255,206.55
unknown_336,"ECX SPEED 13M Ø13 mm, brushless, sensorless",36,10.9,0.000276,2.44e-08,0.024,0.00769,0.00769,0.431,4534.36539668127,0.0981,2.21,29.5,5235.98775598299,0.0255,172.18
unknown_337,"ECX SPEED 13M Ø13 mm, brushless, with Hall sensors",48,19.3,0.000483,2.44e-08,0.024,0.0102,0.0102,0.321,4576.25329872913,0.0747,2.21,29.5,5235.98775598299,0.0252,206.55
unknown_338,"ECX SPEED 13M Ø13 mm, brushless, sensorless",48,19.3,0.000483,2.44e-08,0.024,0.0102,0.0102,0.321,4576.25329872913,0.0747,2.21,29.5,5235.98775598299,0.0252,172.18
unknown_339,"ECX SPEED 13 M Ø13 mm, brushless, with Hall sensors",18,0.576,1.8e-05,2.44e-08,0.037,0.00255,0.00255,1.95,6984.80766648131,0.273,2.53,29.5,7330.38285837618,0.0798,225.91
unknown_340,"ECX SPEED 13 M Ø13 mm, brushless, sensorless",18,0.576,1.8e-05,2.44e-08,0.037,0.00255,0.00255,1.95,6984.80766648131,0.273,2.53,29.5,7330.38285837618,0.0798,193.27
unknown_341,"ECX SPEED 13 M Ø13 mm, brushless, with Hall sensors",24,0.973,3.2e-05,2.44e-08,0.037,0.0034,0.0034,1.45,6984.80766648131,0.205,2.53,29.5,7330.38285837618,0.0839,225.91
unknown_342,"ECX SPEED 13 M Ø13 mm, brushless, sensorless",24,0.973,3.2e-05,2.44e-08,0.037,0.0034,0.0034,1.45,6984.80766648131,0.205,2.53,29.5,7330.38285837618,0.0839,193.27
unknown_343,"ECX SPEED 13 M Ø13 mm, brushless, with Hall sensors",36,2.33,7.1e-05,2.44e-08,0.037,0.00511,0.00511,0.917,6984.80766648131,0.137,2.53,29.5,7330.38285837618,0.079,225.91
unknown_344,"ECX SPEED 13 M Ø13 mm, brushless, sensorless",36,2.33,7.1e-05,2.44e-08,0.037,0.00511,0.00511,0.917,6984.80766648131,0.137,2.53,29.5,7330.38285837618,0.079,193.27
unknown_345,"ECX SPEED 13 M Ø13 mm, brushless, with Hall sensors",48,4.24,0.000137,2.44e-08,0.037,0.00709,0.00709,0.682,6702.06432765823,0.0956,2.53,29.5,7330.38285837618,0.0803,225.91
unknown_346,"ECX SPEED 13 M Ø13 mm, brushless, sensorless",48,4.24,0.000137,2.44e-08,0.037,0.00709,0.00709,0.682,6702.06432765823,0.0956,2.53,29.5,7330.38285837618,0.0803,193.27
unknown_347,"ECX SPEED 13M Ø13 mm, ceramic bearings, brushless, with Hall sensors",18,0.576,1.4e-05,1.3e-08,0.032,0.0022,0.0022,1.55,8126.2529972856,0.186,2.5,29.5,12566.3706143592,0.0688,409.18
unknown_348,"ECX SPEED 13M Ø13 mm, ceramic bearings, brushless, sensorless",18,0.576,1.4e-05,1.3e-08,0.032,0.0022,0.0022,1.55,8126.2529972856,0.186,2.5,29.5,12566.3706143592,0.0688,370.73
unknown_349,"ECX SPEED 13M Ø13 mm, ceramic bearings, brushless, with Hall sensors",24,0.973,2.4e-05,1.3e-08,0.032,0.00293,0.00293,1.15,8126.2529972856,0.14,2.5,29.5,12566.3706143592,0.0723,409.18
unknown_350,"ECX SPEED 13M Ø13 mm, ceramic bearings, brushless, sensorless",24,0.973,2.4e-05,1.3e-08,0.032,0.00293,0.00293,1.15,8126.2529972856,0.14,2.5,29.5,12566.3706143592,0.0723,370.73
unknown_351,"ECX SPEED 13M Ø13 mm, ceramic bearings, brushless, with Hall sensors",36,2.33,5.4e-05,1.3e-08,0.032,0.0044,0.0044,0.724,8126.2529972856,0.0933,2.5,29.5,12566.3706143592,0.0681,409.18
unknown_352,"ECX SPEED 13M Ø13 mm, ceramic bearings, brushless, sensorless",36,2.33,5.4e-05,1.3e-08,0.032,0.0044,0.0044,0.724,8126.2529972856,0.0933,2.5,29.5,12566.3706143592,0.0681,370.73
unknown_353,"ECX SPEED 13M Ø13 mm, ceramic bearings, brushless, with Hall sensors",48,4.24,0.000104,1.3e-08,0.032,0.00611,0.00611,0.557,7801.62175641465,0.0657,2.5,29.5,12566.3706143592,0.0692,409.18
unknown_354,"ECX SPEED 13M Ø13 mm, ceramic bearings, brushless, sensorless",48,4.24,0.000104,1.3e-08,0.032,0.00611,0.00611,0.557,7801.62175641465,0.0657,2.5,29.5,12566.3706143592,0.0692,370.73
unknown_355,"ECX SPEED 13M Ø13 mm, brushless, with Hall sensors",18,0.576,1.4e-05,1.3e-08,0.032,0.0022,0.0022,1.41,8126.2529972856,0.208,2.5,29.5,9424.77796076938,0.0688,391.82
unknown_356,"ECX SPEED 13M Ø13 mm, brushless, sensorless",18,0.576,1.4e-05,1.3e-08,0.032,0.0022,0.0022,1.41,8126.2529972856,0.208,2.5,29.5,9424.77796076938,0.0688,352.27
unknown_357,"ECX SPEED 13M Ø13 mm, brushless, with Hall sensors",24,0.973,2.4e-05,1.3e-08,0.032,0.00293,0.00293,1.05,8126.2529972856,0.156,2.5,29.5,9424.77796076938,0.0723,391.82
unknown_358,"ECX SPEED 13M Ø13 mm, brushless, sensorless",24,0.973,2.4e-05,1.3e-08,0.032,0.00293,0.00293,1.05,8126.2529972856,0.156,2.5,29.5,9424.77796076938,0.0723,352.27
unknown_359,"ECX SPEED 13M Ø13 mm, brushless, with Hall sensors",36,2.33,5.4e-05,1.3e-08,0.032,0.0044,0.0044,0.663,8126.2529972856,0.104,2.5,29.5,9424.77796076938,0.0681,391.82
unknown_360,"ECX SPEED 13M Ø13 mm, brushless, sensorless",36,2.33,5.4e-05,1.3e-08,0.032,0.0044,0.0044,0.663,8126.2529972856,0.104,2.5,29.5,9424.77796076938,0.0681,352.27
unknown_361,"ECX SPEED 13M Ø13 mm, brushless, with Hall sensors",48,4.24,0.000104,1.3e-08,0.032,0.00611,0.00611,0.517,7801.62175641465,0.0729,2.5,29.5,9424.77796076938,0.0692,391.82
unknown_362,"ECX SPEED 13M Ø13 mm, brushless, sensorless",48,4.24,0.000104,1.3e-08,0.032,0.00611,0.00611,0.517,7801.62175641465,0.0729,2.5,29.5,9424.77796076938,0.0692,352.27
unknown_363,"ECX SPEED 16 L Ø16 mm, brushless, with Hall sensors",18,0.138,8e-06,1.2e-07,0.072,0.00265,0.00265,6.2,6764.89618073002,0.459,0.58,16.2,7330.38285837618,0.346,207.64
unknown_364,"ECX SPEED 16 L Ø16 mm, brushless, sensorless",18,0.138,8e-06,1.2e-07,0.072,0.00265,0.00265,6.2,6764.89618073002,0.459,0.58,16.2,7330.38285837618,0.346,189.27
unknown_365,"ECX SPEED 16 L Ø16 mm, brushless, with Hall sensors",24,0.208,1.4e-05,1.2e-07,0.072,0.00353,0.00353,4.82,6764.89618073002,0.344,0.58,16.2,7330.38285837618,0.407,207.64
unknown_366,"ECX SPEED 16 L Ø16 mm, brushless, sensorless",24,0.208,1.4e-05,1.2e-07,0.072,0.00353,0.00353,4.82,6764.89618073002,0.344,0.58,16.2,7330.38285837618,0.407,189.27
unknown_367,"ECX SPEED 16 L Ø16 mm, brushless, with Hall sensors",36,0.461,3.2e-05,1.2e-07,0.072,0.0053,0.0053,3.1,6764.89618073002,0.23,0.58,16.2,7330.38285837618,0.414,207.64
unknown_368,"ECX SPEED 16 L Ø16 mm, brushless, sensorless",36,0.461,3.2e-05,1.2e-07,0.072,0.0053,0.0053,3.1,6764.89618073002,0.23,0.58,16.2,7330.38285837618,0.414,189.27
unknown_369,"ECX SPEED 16 L Ø16 mm, brushless, with Hall sensors",48,0.858,5.6e-05,1.2e-07,0.072,0.00707,0.00707,2.24,6764.89618073002,0.172,0.58,16.2,7330.38285837618,0.396,207.64
unknown_370,"ECX SPEED 16 L Ø16 mm, brushless, sensorless",48,0.858,5.6e-05,1.2e-07,0.072,0.00707,0.00707,2.24,6764.89618073002,0.172,0.58,16.2,7330.38285837618,0.396,189.27
unknown_371,"ECX SPEED 16 L Ø16 mm, ceramic bearings, brushless, with Hall sensors",18,0.138,1e-05,9.52e-08,0.072,0.00261,0.00261,6.12,6880.08791136165,0.383,0.58,16.2,12566.3706143592,0.341,385
